Date,Open,High,Low,Close,Adj Close,Volume
2013-10-02,23.049999,25.65,22.610001,25.01,25.01,15051500
2013-10-03,25.1,26.440001,24.559999,24.860001,24.860001,1125900
2013-10-04,24.9,26.459999,24.51,25.889999,25.889999,808600
2013-10-07,26.16,27.9,25.91,26.77,26.77,575900
2013-10-08,26.9,27.0,25.379999,25.9,25.9,363500
2013-10-09,25.639999,26.1,25.139999,25.52,25.52,410100
2013-10-10,26.040001,26.629999,24.52,25.98,25.98,394300
2013-10-11,25.98,26.77,25.51,26.68,26.68,159700
2013-10-14,26.4,27.719999,26.0,27.530001,27.530001,241100
2013-10-15,27.4,27.82,26.780001,27.709999,27.709999,158900
2013-10-16,28.0,28.0,27.08,27.26,27.26,169700
2013-10-17,27.370001,27.67,26.690001,26.82,26.82,143000
2013-10-18,26.85,27.0,26.24,26.43,26.43,362900
2013-10-21,26.0,27.25,26.0,26.41,26.41,85200
2013-10-22,26.0,26.85,25.68,26.25,26.25,215800
2013-10-23,25.98,26.84,25.549999,25.75,25.75,182400
2013-10-24,25.75,26.01,25.52,26.01,26.01,86200
2013-10-25,25.860001,26.52,25.860001,26.43,26.43,116700
2013-10-28,26.27,26.84,25.870001,26.75,26.75,121100
2013-10-29,26.65,27.18,26.1,26.860001,26.860001,94500
2013-10-30,26.5,27.1,26.16,26.870001,26.870001,63000
2013-10-31,27.059999,27.059999,26.469999,26.790001,26.790001,79900
2013-11-01,26.93,27.26,26.540001,27.16,27.16,82600
2013-11-04,27.18,27.99,27.0,27.16,27.16,135700
2013-11-05,27.530001,27.530001,26.870001,27.07,27.07,175300
2013-11-06,27.18,27.719999,26.91,26.950001,26.950001,262400
2013-11-07,27.030001,27.6,26.780001,26.92,26.92,241600
2013-11-08,27.040001,27.42,26.15,27.17,27.17,84700
2013-11-11,27.41,27.950001,26.610001,27.049999,27.049999,434900
2013-11-12,26.959999,29.190001,26.959999,27.75,27.75,294000
2013-11-13,27.780001,29.389999,27.07,28.940001,28.940001,576800
2013-11-14,29.52,30.219999,29.0,29.84,29.84,429600
2013-11-15,30.32,30.360001,29.5,30.18,30.18,147600
2013-11-18,30.370001,30.530001,29.24,29.450001,29.450001,247000
2013-11-19,29.27,29.99,29.040001,29.790001,29.790001,46000
2013-11-20,29.77,30.59,29.25,29.9,29.9,420900
2013-11-21,30.139999,30.77,29.370001,29.370001,29.370001,148500
2013-11-22,29.049999,29.09,27.6,28.82,28.82,1450300
